Enrollment Month,Plan Type,County,Plan Name,Count of Enrollees,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2017-12,Geographic Managed Care,San Diego ,Kaiser/San Diego,52426,None,None
2017-12,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,231487,None,None
2017-12,Geographic Managed Care,Sacramento,UnitedHealthcare Community Plan of California/Sacto,872,None,None
2017-12,Geographic Managed Care,San Diego ,UnitedHealthcare Community Plan of California/San Diego,677,None,None
2017-12,Imperial Model,Imperial,California Health & Wellness/Imperial,61617,None,None
2017-12,Imperial Model,Imperial,Molina Healthcare of California/Imperial,15290,None,None
2017-12,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,217,None,None
2017-12,PACE,Fresno,Central Valley Medical Services Corp.,410,None,None
2017-12,PACE,Humboldt,"Humboldt Senior Resources Center, Inc.",136,None,None
2017-12,PACE,Orange,CalOPTIMA PACE,235,None,None
2017-12,PACE,Riverside,InnovAge PACE/Riverside,118,None,None
2017-12,PACE,San Bernardino,InnovAge PACE/San Bernardino,333,None,None
2017-12,PACE,San Diego ,San Diego PACE,256,None,None
2017-12,PACE,San Diego ,St. Paul's PACE,699,None,None
2017-12,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,993,None,None
2017-12,PACE,Santa Clara,OnLok Lifeways,229,None,None
2017-12,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,672,None,None
2017-12,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,137,None,None
2017-12,Regional,Alpine,California Health & Wellness/Alpine,92,None,None
2017-12,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,5358,None,None
2017-12,Regional,Amador,California Health & Wellness/Amador,1070,None,None
2017-12,Regional,Amador,Kaiser/Amador,93,None,None
2017-12,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,28593,None,None
2017-12,Regional,Butte,California Health & Wellness/Butte,37768,None,None
2017-12,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,3809,None,None
2017-12,Regional,Calaveras,California Health & Wellness/Calaveras,5605,None,None
2017-12,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,4739,None,None
2017-12,Regional,Colusa,California Health & Wellness/Colusa,2692,None,None
2017-12,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,8777,None,None
2017-12,Regional,El Dorado,California Health & Wellness/El Dorado,19485,None,None
2017-12,Regional,El Dorado,Kaiser/El Dorado,1886,None,None
2017-12,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,3626,None,None
2017-12,Regional,Glenn,California Health & Wellness/Glenn,6388,None,None
2017-12,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,1989,None,None
2017-12,Regional,Inyo,California Health & Wellness/Inyo,1898,None,None
2017-12,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,3006,None,None
2017-12,Regional,Mariposa,California Health & Wellness/Mariposa,852,None,None
2017-12,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,1659,None,None
2017-12,Regional,Mono,California Health & Wellness/Mono,989,None,None
2017-12,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,12465,None,None
2017-12,Regional,Nevada,California Health & Wellness/Nevada,8415,None,None
2017-12,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,30335,None,None
2017-12,Regional,Placer,California Health & Wellness/Placer,9184,None,None
2017-12,Regional,Placer,Kaiser/Placer,6810,None,None
2017-12,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,2636,None,None
2017-12,Regional,Plumas,California Health & Wellness/Plumas,2426,None,None
2017-12,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,393,None,None
2017-12,Regional,Sierra,California Health & Wellness/Sierra,216,None,None
2017-12,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,22051,None,None
2017-12,Regional,Sutter,California Health & Wellness/Sutter,9978,None,None
2017-12,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,9368,None,None
2017-12,Regional,Tehama,California Health & Wellness/Tehama,11289,None,None
2017-12,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,5054,None,None
2017-12,Regional,Tuolumne,California Health & Wellness/Tuolumne,5719,None,None
2017-12,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,16988,None,None
2017-12,Regional,Yuba,California Health & Wellness/Yuba,8776,None,None
2017-12,San Benito Model,San Benito,Anthem Blue Cross Partnership Plan/San Benito,8082,None,None
2017-12,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1621,None,None
2017-12,SCAN,Los Angeles,SCAN Hlth Plan / LA,7497,None,None
2017-12,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,535,None,None
2017-12,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,2028,None,None
2017-12,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,335,None,None
2017-12,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,1369,None,None
2017-12,Special Project,Alameda,Cntr Elders Indep/Alameda,626,None,None
2017-12,Special Project,Contra Costa,Center for Elders Independence,75,None,None
2017-12,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,2445,None,None
2017-12,Special Project,Los Angeles,Brandman Ctrs for Senior Care,224,None,None
2017-12,Special Project,Sacramento,Sutter SeniorCare/Sac,286,None,None
2017-12,Special Project,San Francisco,Family Mosaic Prj / SF,20,None,None
2017-12,Two-Plan,Alameda,Alameda Alliance for Hlth,266359,None,None
2017-12,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,64518,None,None
2017-12,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,28558,None,None
2017-12,Two-Plan,Contra Costa,Contra Costa Hlth Plan,184230,None,None
2017-12,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,111308,None,None
2017-12,Two-Plan,Fresno,CalViva Health Fresno,300768,None,None
2017-12,Two-Plan,Kern,Health Net/Kern,75171,None,None
2017-12,Two-Plan,Kern,Kern Hlth Systems,249567,None,None
2017-12,Two-Plan,Kings,Anthem Blue Cross Partnership Plan/Kings,19859,None,None
2017-12,Two-Plan,Kings,CalViva Health Kings,27750,None,None
2017-12,Two-Plan,Los Angeles,Health Net / LA,1018121,None,None
2017-12,Two-Plan,Los Angeles,LA CARE,2067760,None,None
2017-12,Two-Plan,Madera,Anthem Blue Cross Partnership Plan/Madera,19297,None,None
2017-12,Two-Plan,Madera,CalViva Health Madera,36735,None,None
2017-12,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,605750,None,None
2017-12,Two-Plan,Riverside,Molina Healthcare of California/Riverside,88752,None,None
2017-12,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,628644,None,None
2017-12,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,76048,None,None
2017-12,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,19520,None,None
2017-12,Two-Plan,San Francisco,San Francisco Hlth Plan,134795,None,None
2017-12,Two-Plan,San Joaquin,Health Net/San Joaquin,21972,None,None
2017-12,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,220817,None,None
2017-12,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,75374,None,None
2017-12,Two-Plan,Santa Clara,Santa Clara Family Hlth,260739,None,None
2017-12,Two-Plan,Stanislaus,Health Net/Stanislaus,74168,None,None
2017-12,Two-Plan,Stanislaus,Health Plan of San Joaquin,129916,None,None
2017-12,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,93527,None,None
2017-12,Two-Plan,Tulare,Health Net/Tulare,115703,None,None
2018-01,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,2626,None,None
2018-01,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,2177,None,None
2018-01,Cal MediConnect,Los Angeles,Anthem Blue Cross (Care More) CCI,3557,None,None
2018-01,Cal MediConnect,Los Angeles,Care 1st Health Plan CCI,3263,None,None
2018-01,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,11698,None,None
2018-01,Cal MediConnect,Los Angeles,LA CARE CCI,15036,None,None
2018-01,Cal MediConnect,Orange,CalOPTIMA CCI,14868,None,None
2018-01,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,12487,None,None
2018-01,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,12125,None,None
2018-01,Cal MediConnect,San Diego ,Care 1st Parternship CCI,2320,None,None
2018-01,Cal MediConnect,San Diego ,Community Health Group CCI,5513,None,None
2018-01,Cal MediConnect,San Diego ,Health Net San Diego CCI,2046,None,None
2018-01,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,9076,None,None
2018-01,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,2791,None,None
2018-01,Cal MediConnect,Santa Clara,Santa Clara Family Hlth CCI,7159,None,None
2018-01,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,2246,None,None
2018-01,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,4560,None,None
2018-01,CCS Demonstration,San Mateo,San Mateo HCP CCS,1594,None,None
2018-01,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,11504,None,None
2018-01,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,52545,None,None
2018-01,COHS,Lake,Partnership HealthPlan of CA/Lake,31211,None,None
2018-01,COHS,Lassen,Partnership HealthPlan of CA/Lassen,7455,None,None
2018-01,COHS,Marin,Partnership HealthPlan of CA/Marin,39484,None,None
2018-01,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,38684,None,None
2018-01,COHS,Merced,Central California Alliance for Health Merced,126597,None,None
2018-01,COHS,Modoc,Partnership HealthPlan of CA/Modoc,3166,None,None
2018-01,COHS,Monterey,Central California Alliance for Health/Monterey,157121,None,None
2018-01,COHS,Napa,Partnership HP of CA/Napa,28589,None,None
2018-01,COHS,Orange,CalOPTIMA / Orange,769936,None,None
2018-01,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",54386,None,None
2018-01,COHS,San Mateo,Hlth Plan of San Mateo,111356,None,None
2018-01,COHS,Santa Barbara,Santa Barbara Hlth Authrty,125613,None,None
2018-01,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,68731,None,None
2018-01,COHS,Shasta,Partnership HealthPlan of CA/Shasta,59630,None,None
2018-01,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,17599,None,None
2018-01,COHS,Solano,Partnership HP of CA/Solano,110378,None,None
2018-01,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,111594,None,None
2018-01,COHS,Trinity,Partnership HealthPlan of CA/Trinity,4372,None,None
2018-01,COHS,Ventura,Gold Coast Health Plan Ventura,202713,None,None
2018-01,COHS,Yolo,Partnership HealthPlan of CA/Yolo,54055,None,None
2018-01,Dental,Los Angeles,Access Dental Plan/LA,184076,None,None
2018-01,Dental,Los Angeles,Health Net of California,194809,None,None
2018-01,Dental,Los Angeles,Liberty Dental Plan of CA (LA),65343,None,None
2018-01,Dental,Sacramento,Access Dental Plan/Sacto,136342,None,None
2018-01,Dental,Sacramento,Health Net of California Dental,128686,None,None
2018-01,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,161754,None,None
2018-01,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,180179,None,None
2018-01,Geographic Managed Care,Sacramento,Health Net/Sac,113161,None,None
2018-01,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,84754,None,None
2018-01,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,59084,None,None
2018-01,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),84704,None,None
2018-01,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,280394,None,None
2018-01,Geographic Managed Care,San Diego ,Health Net/San Diego,76181,None,None
2018-01,Geographic Managed Care,San Diego ,Kaiser/San Diego,51985,None,None
2018-01,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,229535,None,None
2018-01,Geographic Managed Care,Sacramento,Aetna Better Health of California/Sacto,62,None,None
2018-01,Geographic Managed Care,San Diego ,Aetna Better Health of California/San Diego,74,None,None
2018-01,Geographic Managed Care,Sacramento,UnitedHealthcare Community Plan of California/Sacto,1198,None,None
2018-01,Geographic Managed Care,San Diego ,UnitedHealthcare Community Plan of California/San Diego,988,None,None
2018-01,Imperial Model,Imperial,California Health & Wellness/Imperial,61635,None,None
2018-01,Imperial Model,Imperial,Molina Healthcare of California/Imperial,15133,None,None
2018-01,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,219,None,None
2018-01,PACE,Fresno,Central Valley Medical Services Corp.,423,None,None
2018-01,PACE,Humboldt,"Humboldt Senior Resources Center, Inc.",136,None,None
2018-01,PACE,Orange,CalOPTIMA PACE,238,None,None
2018-01,PACE,Riverside,InnovAge PACE/Riverside,123,None,None
2018-01,PACE,San Bernardino,InnovAge PACE/San Bernardino,341,None,None
2018-01,PACE,San Diego ,San Diego PACE,259,None,None
2018-01,PACE,San Diego ,St. Paul's PACE,704,None,None
2018-01,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,997,None,None
2018-01,PACE,Santa Clara,OnLok Lifeways,226,None,None
2018-01,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,671,None,None
2018-01,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,136,None,None
2018-01,Regional,Alpine,California Health & Wellness/Alpine,90,None,None
2018-01,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,5309,None,None
2018-01,Regional,Amador,California Health & Wellness/Amador,1062,None,None
2018-01,Regional,Amador,Kaiser/Amador,88,None,None
2018-01,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,28366,None,None
2018-01,Regional,Butte,California Health & Wellness/Butte,38098,None,None
2018-01,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,3824,None,None
2018-01,Regional,Calaveras,California Health & Wellness/Calaveras,5582,None,None
2018-01,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,4717,None,None
2018-01,Regional,Colusa,California Health & Wellness/Colusa,2710,None,None
2018-01,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,8680,None,None
2018-01,Regional,El Dorado,California Health & Wellness/El Dorado,19354,None,None
2018-01,Regional,El Dorado,Kaiser/El Dorado,1912,None,None
2018-01,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,3516,None,None
2018-01,Regional,Glenn,California Health & Wellness/Glenn,6442,None,None
2018-01,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,2012,None,None
2018-01,Regional,Inyo,California Health & Wellness/Inyo,1896,None,None
2018-01,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,3002,None,None
2018-01,Regional,Mariposa,California Health & Wellness/Mariposa,844,None,None
2018-01,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,1651,None,None
2018-01,Regional,Mono,California Health & Wellness/Mono,982,None,None
2018-01,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,12376,None,None
2018-01,Regional,Nevada,California Health & Wellness/Nevada,8544,None,None
2018-01,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,29990,None,None
2018-01,Regional,Placer,California Health & Wellness/Placer,9123,None,None
2018-01,Regional,Placer,Kaiser/Placer,6892,None,None
2018-01,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,2630,None,None
2018-01,Regional,Plumas,California Health & Wellness/Plumas,2442,None,None
2018-01,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,375,None,None
2018-01,Regional,Sierra,California Health & Wellness/Sierra,222,None,None
2018-01,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,21963,None,None
2018-01,Regional,Sutter,California Health & Wellness/Sutter,9908,None,None
2018-01,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,9304,None,None
2018-01,Regional,Tehama,California Health & Wellness/Tehama,11334,None,None
2018-01,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,4994,None,None
2018-01,Regional,Tuolumne,California Health & Wellness/Tuolumne,5649,None,None
2018-01,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,16945,None,None
2018-01,Regional,Yuba,California Health & Wellness/Yuba,8709,None,None
2018-01,San Benito Model,San Benito,Anthem Blue Cross Partnership Plan/San Benito,8080,None,None
2018-01,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1611,None,None
2018-01,SCAN,Los Angeles,SCAN Hlth Plan / LA,7537,None,None
2018-01,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,520,None,None
2018-01,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,2043,None,None
2018-01,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,335,None,None
2018-01,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,1364,None,None
2018-01,Special Project,Alameda,Cntr Elders Indep/Alameda,624,None,None
2018-01,Special Project,Contra Costa,Center for Elders Independence,75,None,None
2018-01,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,2424,None,None
2018-01,Special Project,Los Angeles,Brandman Ctrs for Senior Care,228,None,None
2018-01,Special Project,Sacramento,Sutter SeniorCare/Sac,289,None,None
2018-01,Special Project,San Francisco,Family Mosaic Prj / SF,19,None,None
2018-01,Two-Plan,Alameda,Alameda Alliance for Hlth,263392,None,None
2018-01,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,63222,None,None
2018-01,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,28116,None,None
2018-01,Two-Plan,Contra Costa,Contra Costa Hlth Plan,182160,None,None
2018-01,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,110345,None,None
2018-01,Two-Plan,Fresno,CalViva Health Fresno,299086,None,None
2018-01,Two-Plan,Kern,Health Net/Kern,74898,None,None
2018-01,Two-Plan,Kern,Kern Hlth Systems,250376,None,None
2018-01,Two-Plan,Kings,Anthem Blue Cross Partnership Plan/Kings,19858,None,None
2018-01,Two-Plan,Kings,CalViva Health Kings,27833,None,None
2018-01,Two-Plan,Los Angeles,Health Net / LA,1012830,None,None
2018-01,Two-Plan,Los Angeles,LA CARE,2060867,None,None
2018-01,Two-Plan,Madera,Anthem Blue Cross Partnership Plan/Madera,19257,None,None
2018-01,Two-Plan,Madera,CalViva Health Madera,36672,None,None
2018-01,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,603690,None,None
2018-01,Two-Plan,Riverside,Molina Healthcare of California/Riverside,87898,None,None
2018-01,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,626268,None,None
2018-01,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,75096,None,None
2018-01,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,19205,None,None
2018-01,Two-Plan,San Francisco,San Francisco Hlth Plan,133318,None,None
