HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score,HPSA Designation Date,HPSA Designation Last Update Date,Data Warehouse Record Create Date
Primary Care,06037294620,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294701,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294810,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294820,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294830,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294900,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037295103,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037296210,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037296220,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037296500,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037296600,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037296901,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037296902,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037297110,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037297120,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037297201,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037572700,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037572800,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037572900,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037575500,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037980014,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037980031,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037980033,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037500402,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037500403,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037500404,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037500500,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037500600,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037500700,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037500800,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037500900,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037501001,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037501002,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037501200,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037502200,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037502301,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037502401,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037502402,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037502500,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037502601,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037502602,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037530101,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037530102,Census Tract,Low Income - MSSA 78.2ww/Montebello E/Pico Rivera S/San,1068824236,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,12/8/2000,10/28/2017,1/8/2021
Primary Care,06037910001,Census Tract,MSSA 77.3/Juniper Hills,1069007314,Los Angeles,Geographic HPSA,Geographic Population,Designated,15,12/23/2013,2/13/2017,1/8/2021
Primary Care,06037910002,Census Tract,MSSA 77.3/Juniper Hills,1069007314,Los Angeles,Geographic HPSA,Geographic Population,Designated,15,12/23/2013,2/13/2017,1/8/2021
Primary Care,06037911001,Census Tract,MSSA 77.3/Juniper Hills,1069007314,Los Angeles,Geographic HPSA,Geographic Population,Designated,15,12/23/2013,2/13/2017,1/8/2021
Primary Care,06037404703,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037406901,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037406902,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407001,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407002,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407101,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407102,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407200,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407301,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407302,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407501,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407502,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407601,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407602,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407701,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407702,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407801,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037407802,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037408202,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037408211,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037408301,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037408302,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037408303,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037433700,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037433802,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037434003,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037434004,Census Tract,LI-MSSA 78.2yyy-Industry West-La Puente,1069030393,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,9,11/17/2016,11/17/2016,1/8/2021
Primary Care,06037104401,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037104403,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037104404,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037104500,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037104821,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037104822,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037106648,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037106649,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037109400,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037109500,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037117510,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037117520,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119001,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119002,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119201,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119202,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119340,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119341,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119342,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119400,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119800,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037119900,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037120103,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037120104,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
Primary Care,06037120105,Census Tract,LI-MSSA 78.2ll/San Fernando West,1069894178,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16,8/19/2008,10/27/2017,1/8/2021
